qubit,0
update_date,2021-03-04 01:07:09-05:00
T1,77.06435839458754
T2,125.20126931998077
freq,5.090169605484998
readout_err,-0.33612300518216515
pm0p1,0.050899999999999945
pm1p0,0.0766
id_error,0.00026762036552092943
id_len,35.55555555555556
u1_error,0.00034707320599281936
u1_len,35.55555555555556
u2_error,0.00029378888579298184
u2_len,35.55555555555556
u3_error,0.00030847059043047505
u3_len,35.55555555555556
itr,64
shots,8192
End
qubit,1
update_date,2021-03-04 01:07:09-05:00
T1,94.81552763632051
T2,85.43107464592948
freq,5.24531278198974
readout_err,-0.316572131412737
pm0p1,0.021100000000000008
pm1p0,0.0358
id_error,0.0004358894689631798
id_len,35.55555555555556
u1_error,0
u1_len,0
u2_error,0
u2_len,0
u3_error,0
u3_len,0
itr,64
shots,8192
End
qubit,2
update_date,2021-03-04 01:07:09-05:00
T1,43.797745594413506
T2,42.43611706613944
freq,5.3609785141066455
readout_err,-0.3306274884584928
pm0p1,0.0232
pm1p0,0.03859999999999997
id_error,0
id_len,0
u1_error,0
u1_len,0
u2_error,0.00026762036552092943
u2_len,35.55555555555556
u3_error,0.00034707320599281936
u3_len,35.55555555555556
itr,64
shots,8192
End
qubit,3
update_date,2021-03-04 01:07:09-05:00
T1,76.85334869407126
T2,85.08217850652952
freq,5.170830943342302
readout_err,-0.33373922611368106
pm0p1,0.02100000000000002
pm1p0,0.03380000000000005
id_error,0.00029378888579298184
id_len,35.55555555555556
u1_error,0.00030847059043047505
u1_len,35.55555555555556
u2_error,0.0004358894689631798
u2_len,35.55555555555556
u3_error,0.00026762036552092943
u3_len,35.55555555555556
itr,64
shots,8192
End
qubit,4
update_date,2021-03-04 01:07:09-05:00
T1,91.8596516448489
T2,127.30800029928984
freq,5.258305294167491
readout_err,-0.3313451432371279
pm0p1,0.043300000000000005
pm1p0,0.06659999999999999
id_error,0.00034707320599281936
id_len,35.55555555555556
u1_error,0.00029378888579298184
u1_len,35.55555555555556
u2_error,0.00030847059043047505
u2_len,35.55555555555556
u3_error,0.0004358894689631798
u3_len,35.55555555555556
itr,64
shots,8192
End
